restaurant_id,restaurant_name,restaurant_rate,restaurant_telephone,restaurant_category,restaurant_typecode,restaurant_avg_price,restaurant_text_position,lng_wgs84,lat_wgs84
B0LBUM462J,藤原小屋·日式拉面,3.3,,日本料理,50202,22,高教大道支四路与外语路交叉口西南240米,120.02638030674244,30.21861752720661
B0L3D63U8F,板钱炭火烧鸟日式料理,3.1,,日本料理,50202,124,钱塘ONE西南门北60米,120.1114502006919,30.150058078287344
B0KDSMUBGL,鮨大定天妇罗(龙井店),2.4,,日本料理,50202,793,西山游步道与双峰路交叉口西80米,120.113394702494,30.231706887234402
B0KBKADBV2,鲜目录·中国寿司,2.3,,日本料理,50202,23,毛家桥路与文一西路辅路交叉口南140米,120.11120006138287,30.288324356351588
B0LB1S3NB8,鳗当家·精品鳗鱼饭·肥牛饭(三墩店),2.1,,日本料理,50202,,申花路与竞舟北路交叉口西南80米,120.09481248211816,30.309341384726157
B0LD4NI2YS,车日式料理,2.0,,日本料理,50202,,三墩新天地商业中心18南门旁,120.07365169430268,30.336096552555325
B0GKUUHCLI,福昌洞(昌地·火炬大厦店),4.2,15857179943;18367159299,韩国料理,50203,22,文三路259号昌地·火炬大厦F1层,120.12948860369441,30.279043483830208
B0HDAGVV85,七柒六韩国料理·烤肉(华星路店),3.5,15381168166;18258408708,韩国料理,50203,38,黄姑山路29号文三数字生活街区,120.12132701711701,30.28127333513399
B0FFF4969J,石锅拌饭(浙大店),4.5,13064791816;13867418278,韩国料理,50203,23,三墩镇紫金花北路163号望月公寓商业用房165号商铺,120.0859496407746,30.315112876654407
B0L69HMFWV,798韩国传统烤肉,3.8,0571-89731009,韩国料理,50203,70,申花路796号,120.08955827048912,30.308973724960044
B0G3VBAGWT,韩宫宴炭火烤肉(杭州之江银泰店),4.5,0571-88893708,韩国料理,50203,150,珊瑚沙路49号银泰百货杭州之江店F3层,120.09747705461523,30.16940202613514
B0GRK41UUQ,韩宫宴炭火烤肉(西溪银泰店),4.5,0571-88368556,韩国料理,50203,150,双龙街588号杭州西溪银泰城F4,120.0713086386588,30.295459913245928
B0FFFCWO25,韩千炉海鲜自助烤肉(文三路店),4.4,0571-88330057,韩国料理,50203,62,文三路355号2楼,120.12827773154902,30.279051884640584
B0FFJCK3QZ,杭州纽斯韩餐厅(三墩店),4.3,0571-87902999,韩国料理,50203,78,厚仁路252号(新天地香港城2栋1-2楼),120.07561278703001,30.33292335020182
B0HAL961VQ,梨泰院韩国料理(西溪诚品商务中心店),4.5,0571-86908069;15658023140;19941080008,韩国料理,50203,62,西溪诚品商务中心1号楼裙楼105室,120.06234835627855,30.291335025900736
B0FFJ8LIES,昊家露.韩国料理,4.7,0571-86098920,韩国料理,50203,96,之江商务中心1号楼201室,120.06744193870725,30.14382057091006
B0HUOZDVVM,肉本家·炭烤肉(杭州浙大总店),4.8,0571-81111130;0571-81111160,韩国料理,50203,106,紫荆花北路宝港生活广场1楼188号,120.08772310766847,30.309080102964746
B0GUV7V12X,肉本家·炭烤肉(耀江文鼎黑金店),4.8,0571-81111080;0571-81111150,韩国料理,50203,106,三墩镇古墩路651号文鼎财富大厦2号楼1层101室,120.09283348076022,30.300439405045896
B0JRAHGGQ7,安又胖韩国烤肉(杭州西溪天街店),4.4,19157952510,韩国料理,50203,87,余杭塘路1001号龙湖杭州西溪天街F6层,120.06301645523094,30.29646054801409
B0L657YXNH,WOOGI(雨季·韩国餐厅 天目里店),4.5,19011287519,韩国料理,50203,137,天目清水商业中心9号楼202室,120.09431742782951,30.269389609098187
B0IU5HWWAB,韩家(小和山新苑八区店),4.5,18969023748,韩国料理,50203,45,小和山支路与外语路交叉口东南120米,120.0287681957078,30.21919423990381
B0FFH07W01,咕咕站韩国料理(紫金港店),4.6,18668148551,韩国料理,50203,80,申花路799号剑桥公社d座13号,120.09005669689151,30.307994763047795
B0J0SHHSUO,杏花村韩国料理,3.7,18368109715,韩国料理,50203,66,黄姑山路11号(文三路地铁站G口步行470米),120.128410250009,30.276608296012974
B0M6RU1QP7,烽野棠·碳火烤肉&韩食酒馆,4.5,18158715771,韩国料理,50203,81,留下街道屏基山路41号金色留下财富大厦103室11.12,120.05001134684942,30.23719306630371
B0FFF5WQ2I,山烤辣鸡(西溪路店),4.6,18106515198,韩国料理,50203,68,西溪路399号(黄龙体育中心地铁站D口步行100米),120.12285821712028,30.27033409253553
B0JGF5IMXM,Kim Min-Hee韩式炸鸡(紫金港店),3.3,18002643354,韩国料理,50203,17,文新街道余杭塘路799号五洲国际广场1号楼2层美味多美食广场7号商铺,120.09221130423296,30.29649287709971
B0GU16WTWZ,香淑韩式石锅拌饭(西溪银泰城西区店),3.3,17706401640,韩国料理,50203,21,双龙街588号杭州西溪银泰城西区弘德路店F1层,120.0698061403007,30.294855521219535
B0FFFFPDEJ,夏星酒馆(剑桥公社店),4.6,17091606684,韩国料理,50203,84,剑桥公社E座一楼(虾龙圩地铁站C口步行400米),120.09086725666566,30.308283621115013
B0IDO595R6,omo kitchen·哦莫厨房,4.5,15858153617,韩国料理,50203,89,剑桥公社E座5幢2号(虾龙圩地铁站C口步行430米),120.09081823086694,30.308160641612123
B0H36CYKDK,八浮楼烤肉,4.5,15381181903,韩国料理,50203,86,转塘美院南街89号象山国际广场1号楼八浮楼烤肉,120.07383925128,30.153238781205676
B0FFKGPHIO,JIREH7(五洲国际广场3号楼店),4.5,13588111224,韩国料理,50203,81,余杭塘路799号五洲国际广场F1层,120.09156076984571,30.296712897579074
B0MBK4PJW2,啤酒仓库,2.4,,韩国料理,50203,,花牌楼与留泗路交叉口东北120米,120.05247494829277,30.229736038570387
B0FFFEGSUY,三嚥阁La Villa Restaurant,4.6,0571-87966528;0571-88867888,法式菜品餐厅,50204,1432,八盘岭路1号(近杨公堤),120.12875587179803,30.23153041397581
B0H2V5V8VI,AmbreCiel珀·餐厅(珀莱雅大厦店),4.6,19357558063,法式菜品餐厅,50204,1475,西溪路588号珀莱雅大厦一层中央广场,120.09825876057184,30.265292461043952
B0J3R9T3V9,菲滋意式餐厅(杭州转塘奥莱金街店),4.5,0571-88369623,意式菜品餐厅,50205,68,转塘街道创意路208号久耀商业中心1号楼一层1-117/1-130号,120.06521576617902,30.14751617601482
B0HGD65JVG,菲滋意式餐厅(杭州古墩路印象城店),4.3,0571-87389737,意式菜品餐厅,50205,68,古墩路588号印象城1F,120.09430712376674,30.296324876976268
B0KU37F244,菲滋意式餐厅(杭州西投银泰店),4.2,0571-85366651,意式菜品餐厅,50205,68,转塘街道枫桦西路9号西投银泰城地下1层B1012,120.09875915912524,30.14939189706742
B0HBKURV8Z,萨莉亚意式餐厅(龙湖杭州西溪天街店),4.6,0571-28116125,意式菜品餐厅,50205,46,余杭塘路1001号龙湖杭州西溪天街5楼,120.06437567713897,30.295323870834483
B0JDFHSGNA,Pennehut畔尼意面(西溪天街店),4.4,19357505657,意式菜品餐厅,50205,55,蒋村街道花蒋天街业中心2号楼下一层60号,120.0638779510164,30.295745475249102
B0J0UC56EW,shy table(云起中心店),4.6,18905810029,意式菜品餐厅,50205,578,蒋村街道晴川街369号云起中心5幢一楼,120.06178926257901,30.285457427215402
B0FFKHTJ3C,北山意式小馆,4.6,15168349384,意式菜品餐厅,50205,175,蒋村街道弘德路274号,120.06850275663231,30.29329611052542
B0HRAHKB7S,玛格利塔现烤披萨,3.2,,意式菜品餐厅,50205,33,万塘路与黄姑山横路交叉口北20米,120.1197781716503,30.276814127360872
B0HKPSABZ5,27THAI泰国·越南料理(黄龙万科店),4.6,0571-86990107;15397032736,泰国/越南菜品餐厅,50206,130,学院路77号黄龙国际中心A座F1层,120.12339475249121,30.27780199922892
B0L1T53L2W,GUNAM 顾南·越南餐厅(龙井路店),4.5,19012812099,泰国/越南菜品餐厅,50206,85,龙井路82-3号,120.11839389304858,30.235189160949197
B0IGMC7NXF,PICATAPA,4.6,18157167808,地中海风格菜品,50207,203,莫干山路11号(武林门地铁站A1口步行370米),120.14949195996893,30.275718233668247
B0GRHYQWRD,Pita’s&Tika’s印度餐厅(龙湖杭州西溪天街店)(暂停营业),4.5,0571-56336456;15867112974,印度风味,50209,108,余杭塘路1001号龙湖杭州西溪天街F5层27,120.06410179215352,30.295956157646106
B0HR9A5CFV,Tony's House印度餐厅,4.6,13250839991,印度风味,50209,71,泰和路浙江大学紫金港校区港湾家园29号楼蓝田宿舍后,120.07751151804152,30.312850575829597
B0FFH347F0,panchos墨西哥餐厅,4.4,0571-85121219,墨西哥菜,50216,90,华星路168号(古翠路地铁站D口步行430米),120.11288157742317,30.281349353998444
B0JRC1CBE3,燚南洋新加坡料理(铂澜大象城店),3.9,18458446238,其它亚洲菜,50217,61,文一路294号铂澜大象城L5层,120.11962265777132,30.290919527081815
B0KKGCE6IZ,阿咕叽·滇缅小馆,4.6,17816036082,其它亚洲菜,50217,80,东蒋湾33号东巢碾米厂当代艺术中心3-1,120.07547381333343,30.320989084118626
B0MBBCWA1U,澜沧·魔泰东南亚料理(西投银泰店),4.0,15155154468,其它亚洲菜,50217,58,转塘街道枫桦西路9号西投银泰城L1020-2,120.09919667172566,30.149230005170967
B0JAOHX3KP,鱼露嫂(中茵大厦C座店),4.6,13396505173,其它亚洲菜,50217,41,翠苑街道文三路453-1号中茵大厦C座114室,120.12316918913037,30.2786446568965
B0L05STMOP,泰来椰·东南亚美食集合(紫金港店),3.4,,其它亚洲菜,50217,47,申花路453号南100米申瑞国际2期,120.09851623256316,30.310091806972284
B0FFKQ03I4,港岛荃记烧腊茶餐厅(保利N+人才家苑店),4.2,15867172760;18506982212,快餐厅,50300,29,转塘街道定北家园一区配套公建24号商铺,120.06438306312519,30.161568835760754
B0I1KR0B86,麦当劳(浙江财经大学文华校区店),4.6,15381151800;4008517517,快餐厅,50300,36,文一西路75号浙江财经大学金融科创园,120.10875703232756,30.288307688614328
B0LK3SZA0G,麦当劳(杭州世腾镜象西湖店),4.4,0571-89183049,快餐厅,50300,24,美院北街168号杭州世腾镜象西湖1号楼105、106、107、108室,120.06998552516667,30.16047428723216
B0LKF1UWHV,麦当劳(翠柏路地铁站B口店),4.3,0571-89182042,快餐厅,50300,28,学院路189号翠苑新村二区北区(翠柏路地铁站B口旁),120.12375720420495,30.29366477965402
B0LK2UQK9I,麦当劳(丰盛九玺店),4.4,0571-88660545,快餐厅,50300,31,池华街与榨河巷交叉口北60米(池华街地铁站C口旁),120.06345625751976,30.330458703895378
B0H244NMXT,必胜客(云栖小镇),4.5,0571-88531703;4009701890,快餐厅,50300,39,河山街369号中大银座F1层,120.07740488949105,30.132228449374477
B0FFGIEFZI,肯德基(杭州西城店),4.5,0571-88489098,快餐厅,50300,34,文二西路551号,120.08974560552318,30.283088574653277
B023B09JF8,必胜客(杭州西城店)(暂停营业),4.3,0571-88489094;4009208809,快餐厅,50300,40,文二西路551号西城广场1F层,120.08960350808259,30.283096597581036
B023B0BM23,小桥流水茶庄,4.4,0571-88333927;13336093333,快餐厅,50300,110,龙井路双峰新村92号,120.11479820229559,30.232421015097014
B0FFMF8YPZ,香港新曜记茶餐厅(益乐路店),4.5,0571-88325651,快餐厅,50300,56,益乐路38号,120.10975823713827,30.281426052426927
B0KDX7RJ5I,麦当劳(西子驿曲院风荷店),4.5,0571-88030822,快餐厅,50300,29,杭州西湖风景名胜区杨公堤38号杭州西湖风景名胜区-曲院风荷(东北角),120.13026660595662,30.25377879479988
B0FFIFYOIQ,古韵餐厅(湖畔大学店),4.6,0571-87973393;13758250605,快餐厅,50300,,三台云舍57号,120.12830906389385,30.22861302082506
B0MB47ZIT6,肯德基(杭州岳庙北山街88-5号商铺快捷小站),4.4,0571-87962446;15546319189;4009200715,快餐厅,50300,28,江南名石苑北门旁,120.128563482687,30.25445346662898
B0IKLUXHBT,必胜客(杭州云州国际店),4.6,0571-87798283;15925682747,快餐厅,50300,55,古墩路65号(古墩路地铁站出入口步行240米),120.09652456524186,30.269386797040546
B0FFLENKP3,必胜宅急送(厚仁路店),4.0,0571-87769380,快餐厅,50300,48,厚仁路313号303生活广场F1层,120.07294079935453,30.336195180507225
B0GK1PVCD5,麦当劳(铂澜大象城店),4.6,0571-87767516;4008517517,快餐厅,50300,24,文一路294号一层麦当劳餐厅,120.1196347194036,30.290483586232153
B0FFF4TSUI,黄晶茶庄(里桐坞),4.6,0571-87420438;13575750855,快餐厅,50300,89,里桐坞路东5号,120.04919699539983,30.19500206973287
B0HDTPLPKG,麦当劳(浙大森林店),4.6,0571-87167172;4009200205,快餐厅,50300,20,西园八路3号浙大森林F1层,120.05866570381374,30.310044263928113
B0G32PFE5W,肯德基(杭州紫金生活广场店),4.5,0571-87082070,快餐厅,50300,47,三墩镇吉鸿村紫金生活广场1楼130号商铺,120.0654249769861,30.343150324853035
B0FFFWENH0,肯德基(303生活广场店),4.5,0571-87037692;4009200715,快餐厅,50300,26,三墩镇厚仁路313号303生活广场1层,120.07343179425584,30.3353058620282
B0I2UDR7M8,麦当劳(钱江浙商创投中心店),4.5,0571-87035631,快餐厅,50300,22,西溪路527-4/5/6号,120.10412685971939,30.267898164845683
B0FFITGGHV,麦当劳(云起·西溪谷国际商务中心店),4.7,0571-86941327,快餐厅,50300,34,紫霞街80号西溪谷,120.06927751665833,30.292621332041314
B0FFKBMWPY,麦当劳(三坝耀江文鼎苑餐厅),4.6,0571-86790936,快餐厅,50300,28,古墩路657号(三坝地铁站D口旁),120.09281138522037,30.301342301852443
B0FFGIQ4VF,肯德基(浙工大屏峰校区店),4.5,0571-86731352;4009200715,快餐厅,50300,37,留和路288号浙江工业大学屏峰校区家和食堂附属楼一层及家和食堂,120.03548086578574,30.23163671056738
B0IAVYCE9W,肯德基(龙湖杭州紫荆天街店),4.5,0571-86716192,快餐厅,50300,31,三墩镇古墩路1009号龙湖杭州紫荆天街B1层B1-13,120.08671732645243,30.323388561563533
B0FFH0D5R1,麦当劳(杭新路金街美地店)(暂停营业),4.6,0571-86652196,快餐厅,50300,28,转塘街道杭新路320国道交叉口金街美地一层,120.0742225058576,30.14968854573253
B0J1ZZKL0M,麦当劳(德银商务楼),4.5,0571-86630385;4008517517,快餐厅,50300,26,古墩路322-328号,120.09532726122619,30.2824784079689
B023B0BFGL,肯德基(晶信大厦店),4.6,0571-86490673;4009200715,快餐厅,50300,32,文三路353号(文三路地铁站A口步行290米),120.1285263135409,30.279095205112824
B0FFFDX370,龙坞茶树餐厅(龙坞店),4.4,0571-86478226;13357108390,快餐厅,50300,109,龙坞茶村上城埭路南195号,120.02802947082144,30.175153274244114
B023B14APX,肯德基(杭州莲花店),4.6,0571-86084693;0571-86094639;4009200715,快餐厅,50300,26,莲花街333号莲花广场1层,120.09418806397017,30.272279336837073
B0G257VOQQ,麦当劳(之江银泰百货店),4.5,0571-86068685,快餐厅,50300,37,转塘街道珊瑚沙路49号之江银泰1楼1068号,120.09747708669614,30.1690240392271
B0G2NR4ZAB,麦当劳(隐市店),4.7,0571-86068032,快餐厅,50300,33,灵隐街道天竺路15号一层01商铺,120.1009628858997,30.24229203895408
B0H63R8Y1S,麦当劳(杭州麦当劳晴川大厦餐厅),4.6,0571-86062205,快餐厅,50300,29,晴川街426号晴川大厦,120.05645686141152,30.285681516143114
B0GR1X1WGI,麦当劳(杭州黄龙世纪广场餐厅),4.6,0571-86061002,快餐厅,50300,32,杭大路1号黄龙世纪广场一楼,120.13603662553354,30.270403630310557
B0G16SZCOQ,麦当劳(杭州黄龙万科中心餐厅),4.7,0571-86060830,快餐厅,50300,35,学院路77号黄龙国际中心4号楼麦当劳餐厅,120.12214504641484,30.277838576425378
B0JB3CF76R,麦当劳(华泰创业园店),4.5,0571-86032095,快餐厅,50300,31,西溪路698号15幢西溪谷数智产业园,120.0792572260696,30.25976593062378
B0FFFDZR19,肯德基(转塘华润店),4.6,0571-86011456;0571-88143100;4008200722,快餐厅,50300,29,转塘镇美院南路华润万家超市1层,120.0747701596043,30.153130985116515
B0LRFC7OEZ,肯德基(杭州绿城拓峰店)(暂停营业),4.5,0571-85382563,快餐厅,50300,31,三墩镇西湖科技园西园七路6号绿峰中心,120.05731225599786,30.31816936769602
B0IUPLQNT1,肯德基(紫金梦想广场店),4.5,0571-85376830;13675861209;4009200715,快餐厅,50300,35,三墩镇欣然街36号紫金梦想广场8号楼一层二层,120.0629896139988,30.329931405704954
B0FFIG41AV,必胜客(龙湖杭州紫荆天街店),4.5,0571-85305317;4008200775,快餐厅,50300,54,三墩镇古墩路1009号龙湖杭州紫荆天街B1层B1-08,120.08701452634062,30.322921536724156
B0HR6Z8LCF,肯德基(杭州黄龙时代店),4.5,0571-85235062;4009200715,快餐厅,50300,30,黄龙时代广场A座(古荡地铁站C口步行370米),120.12016808238003,30.275540657235585
B023B0A5BE,肯德基(留下西溪店),4.6,0571-85222713;13372562730;4009200715,快餐厅,50300,34,留下大街107号(留下地铁站A1口步行340米),120.05013355997845,30.244596297245074
B0FFLO2KES,粥皇港式餐厅(龙湖杭州紫荆天街店),4.2,0571-85130012;15857547728,快餐厅,50300,81,三墩镇古墩路1009号龙致商业中心6幢523号,120.08684248106591,30.322360660749233
B0JK1OJM7J,麦当劳(西湖服务区北店),3.7,0571-85097892,快餐厅,50300,40,绕城高速西湖服务区北区,120.12649818648217,30.129757679177214
B0KRTSQA3H,麦当劳(蓝城云河里餐厅),4.5,0571-82524647,快餐厅,50300,21,古墩路1128号蓝城·云和里,120.08859350025563,30.32235621634257
B0KRH5RHQC,麦当劳(西溪十八家酒店店),4.5,0571-82512347,快餐厅,50300,26,十八家渔村留和路店西南门东南50米,120.04808347136071,30.242314410096743
B023B08XJR,麦当劳(科技广场店),4.6,0571-81951663;4000517117,快餐厅,50300,30,文三路90号东部软件园科技广场,120.14214000535875,30.280279286370174
B0KGDMLHZ0,必胜客(杭州黄龙TOG店),4.5,0571-66668888;18268158240,快餐厅,50300,62,体中三路1号1幢1层125号商铺,120.12613257348673,30.26945306907631
B023B08WGP,肯德基(杭州庆丰店),4.6,0571-66668888;0571-89922520,快餐厅,50300,39,教工路23号,120.13119395387892,30.276341067461292
B023B08W4T,肯德基(文一店),4.6,0571-66668888;0571-88919961,快餐厅,50300,30,文一路298号,120.1182940226691,30.29033724784537
B0J3JYWWV6,必胜客(之江银泰百货店),4.4,0571-66668888;0571-88360213,快餐厅,50300,52,之江银银泰百货1层服务台边,120.09746405659368,30.169215030367695
B0LGJHN75D,肯德基(杭州骆家庄店),4.4,0571-66668888;0571-88110261,快餐厅,50300,20,古墩路534号(骆家庄农贸市场旁)肯德基餐厅,120.09435787753965,30.288024777842452
B0J057X4OK,必胜客(杭州中茵店),4.3,0571-66668888;0571-88103738,快餐厅,50300,60,文三路453-1号1层商铺,120.123117073255,30.278673594247252
B0IDX70ZT1,肯德基(杭州紫霞街店),4.5,0571-66668888;0571-87992330,快餐厅,50300,28,紫霞街崇仁路口(公交站)后面的肯德基,120.07051610079365,30.292660021035967
B023B09LU5,肯德基(杭州北山店),4.6,0571-66668888;0571-87972657,快餐厅,50300,32,北山路85、87号,120.12971927705226,30.253923043694364
B0KK2YZ26Y,肯德基(转塘西投横创DT店)(暂停营业),4.5,0571-66668888;0571-87796538,快餐厅,50300,35,西投横创商务中心一楼肯德基,120.07176061166868,30.141753007552467
B0J14XXR7K,必胜客(杭州美帆店),4.4,0571-66668888;0571-87791290,快餐厅,50300,54,西溪路588号1幢珀莱雅美帆广场一楼商铺,120.09857014561565,30.26484656706509
B0G2CA7DW8,肯德基(之江银泰店),4.6,0571-66668888;0571-87763156,快餐厅,50300,42,珊瑚沙路与江涵路交叉口西南角银泰百货之江店,120.09639190969459,30.169577857208793
B0KBK9AOJT,KFC(浙江省黄龙体育中心店),4.6,0571-66668888;0571-87730638,快餐厅,50300,30,黄龙路1号浙江省黄龙体育中心,120.1260353540489,30.26942795097919
B0FFIQX98M,肯德基(西湖科技园店),4.6,0571-66668888;0571-87603822,快餐厅,50300,39,振华路294-2、296-2号一层,120.06134911472321,30.314470731939963
B0FFILE5AP,肯德基(杭州西溪银泰城店),4.4,0571-66668888;0571-87323055,快餐厅,50300,35,西溪银泰城地下一层商铺BF052-054号,120.0702539371771,30.295522977553418
B0LGJHPYO9,肯德基(杭州聚龙店),4.5,0571-66668888;0571-87320655,快餐厅,50300,28,杭大路聚龙大厦A座肯德基,120.13479336473085,30.271275696055124
B023B18SOO,肯德基(杭州灵隐店),4.7,0571-66668888;0571-87310262,快餐厅,50300,40,灵隐路38号,120.10162667294847,30.242814222728956
B0FFJBXVY0,肯德基(西溪壹号店),4.6,0571-66668888;0571-87245973,快餐厅,50300,33,文二西路808号西溪壹号创意商务中心一楼3号铺,120.0644965949675,30.283710949693088
B0I1UC1AKY,肯德基(杭州晴川街店),4.6,0571-66668888;0571-87152163,快餐厅,50300,26,晴川街路413号鳌溪亿合大楼102室-6,120.05805435130249,30.285494980521005
B0JD3S9527,肯德基(浙大紫金港店),4.5,0571-66668888;0571-87089311,快餐厅,50300,30,余杭塘路866号浙江大学紫金港校区银泉餐厅一楼C区,120.07139448252195,30.308736288333765
B023B1H639,必胜客(杭州转塘华润店),4.6,0571-66668888;0571-87034060,快餐厅,50300,58,杭富路以西、美院南路以南华润万家R1-02、R2-02号商铺,120.07512614903493,30.15293969521436
B0K6BU6CYB,肯德基(西溪龙湖店),4.6,0571-66668888;0571-86978225,快餐厅,50300,26,蒋村街道余杭塘路1001号龙湖西溪天街负一层B1-20,120.06313535584576,30.29668536194438
B0HUVU2X99,肯德基(龙坞茶镇店),4.6,0571-66668888;0571-86960719,快餐厅,50300,26,转塘街道龙坞工业区块龙坞茶镇茶产业园区29号楼108室,120.05414190666905,30.184394516825876
B0LKVD4H99,肯德基(杭州紫金广场店),4.4,0571-66668888;0571-86956859,快餐厅,50300,30,古墩路701号紫金广场1楼商铺肯德基,120.08975826151237,30.310673484046927
B0L69ZKLF5,必胜客(杭州西投银泰店),4.4,0571-66668888;0571-86953060,快餐厅,50300,56,枫桦西路与梧桐路交叉口东北侧西投银泰城一层编号L1024号商铺,120.09944498734222,30.14889507661903
B023B18CPD,肯德基(黄龙恒励店),4.6,0571-66668888;0571-86881509,快餐厅,50300,27,黄龙路5号恒励大厦1层,120.13139085424791,30.271380810335167
B0FFKKGBTG,肯德基(西溪周家村店),4.5,0571-66668888;0571-86729230,快餐厅,50300,51,中国天目山路518号西溪湿地一期F2-9商铺及西溪湿地一期大码头且留下,120.05620747750237,30.257918521160146
B0KKZ9LQTV,肯德基(杭州沈塘桥店),4.4,0571-66668888;0571-86721217,快餐厅,50300,34,文三路8号一楼110号商铺,120.14509613418645,30.280546178106587
B023B08W26,肯德基(杭州文三店),4.6,0571-66668888;0571-86625612,快餐厅,50300,24,文三路478号华星时代广场C座一层,120.12056961611874,30.279071738433956
B023B0ACF5,肯德基(转塘世纪联华店),4.6,0571-66668888;0571-86037130,快餐厅,50300,28,转塘江口大厦世纪联华一楼,120.07740501272592,30.166113534906536
B023B1FN6D,肯德基(古墩印象城店),4.4,0571-66668888;0571-85396291,快餐厅,50300,27,古墩路588号一层L1-12商铺,120.09481558224115,30.296470885025474
B0H3S4HBRM,肯德基(杭州转塘超成金座店),4.4,0571-66668888;0571-85355766,快餐厅,50300,30,转塘街道转江街200号超成金座一楼138号商铺,120.06664881342236,30.161525008991703
B0FFI0A1K6,必胜客(杭州厚仁303卫星-店),4.5,0571-66668888;0571-85239703,快餐厅,50300,52,三墩新天地商业中心13幢,120.07277382214193,30.33628432180399
B0KUGAN64N,肯德基(杭州东山弄店),4.5,0571-66668888;0571-85237206,快餐厅,50300,32,外东山弄66幢,120.12332796806903,30.261710400378462
B0I07GIRO5,肯德基(蚂蚁集团A空间店),4.4,0571-66668888;0571-85107381,快餐厅,50300,30,西溪路569号蚂蚁A空间(5号楼),120.1000389620204,30.263483056149973
B0FFMGH2ZB,肯德基(云栖小镇店),4.6,0571-66668888;0571-85067193,快餐厅,50300,40,转塘科技经济区块16号(中大银座)2幢一层,120.0768338497169,30.132453862478144
B0FFILE5AO,必胜客(西溪银泰店),4.6,0571-66668888;0571-81392133,快餐厅,50300,54,蒋村街道双龙街88号一层必胜客,120.07118472605636,30.294820107309636
B0FFIMWKZE,香港新曜记茶餐厅(西溪首座店),4.5,0571-56001559;0571-87005175,快餐厅,50300,49,文一西路588号中节能·西溪首座F1层,120.0708720405596,30.29214571392711
B0K2HXOVCL,麦当劳(海悦中心店),4.5,0571-28204830,快餐厅,50300,27,紫宣路239号海悦中心,120.06811844868785,30.322173064188505
B0K0672GUU,麦当劳(杭州云计算产业园店),4.5,0571-28204763,快餐厅,50300,28,山景路与浮山街交叉口西南60米,120.07970278574635,30.13642982467948
B0KKMC5JHI,麦当劳(西投银泰城店),4.6,0571-28204098,快餐厅,50300,26,梧桐支路9号西投银泰·云潮中心,120.10065242519931,30.14890741721691
B0KDPOAYWT,粥皇港式茶餐厅(武林门店),4.2,19706852295,快餐厅,50300,35,天目山路9号(武林门地铁站E口步行400米),120.14829865383089,30.2745572570463
B0I17GK58D,一席茶餐厅,4.3,19357516266,快餐厅,50300,141,转塘街道许家埭2号2幢,120.03879909834484,30.181866577584433
B0LG41EVG3,永盛茶餐厅,4.4,19032235636,快餐厅,50300,32,杭荟城西门东南120米,120.0707652564983,30.160802470652925
B0FFKT8T38,九龙香樟庭院餐厅(九溪店),4.5,15968181331,快餐厅,50300,80,九溪路九龙苑2号,120.11032840067492,30.196260583875226
B0JGCRN3AW,古荡科技园麦当劳,4.6,15336891522,快餐厅,50300,24,古墩路93号(古墩路地铁站出入口步行270米),120.09650752978426,30.269598775342033
B023B14CD8,香芙茗茶楼(梅家坞店),4.6,13777871172,快餐厅,50300,129,梅家坞112号,120.08284440221132,30.20905143800547
B0FFLQ32WH,阿丽茶餐厅,3.9,13735575828,快餐厅,50300,80,转塘龙坞茶村许家埭63号,120.03602208599665,30.181822062921157
B0K167257Q,麦当劳(西湖区西投云城犀谷店),4.6,13486321126,快餐厅,50300,26,西园七路与西园八路交叉口西南40米,120.05675385052379,30.317524348781753
B0FFFQ73HB,必胜客(铂澜大象城店),4.3,4009701890,快餐厅,50300,94,文一路294号铂澜·大象城F1层,120.11990025694958,30.290568852521247
B0I0XCDNO1,麦当劳(杭州小和山铂悦城餐厅),4.6,4009200205,快餐厅,50300,27,留下街道屏新路27号铂悦城麦当劳,120.04330446932396,30.23090200856751
B0JRCY8DB6,麦当劳(留和路店),4.6,4008517517,快餐厅,50300,29,留和路与高教大道支四路交叉口西南180米,120.02542015004185,30.22143291243833
B0GK1GVETF,麦当劳(宝港生活广场店),4.6,4008517517,快餐厅,50300,26,紫荆花北路188号4幢一层麦当劳餐厅,120.08777015652771,30.308829121514787
B023B02ORN,肯德基(岳王店),4.4,,快餐厅,50300,24,北山路88号(近岳王庙),120.12851636458072,30.254535398226192
B0HRU7HNV2,聚粹堂,4.4,,快餐厅,50300,,青芝坞50号,120.11688984936977,30.25979881929699
B0FFKHC5VO,杭州人家餐厅,4.2,,快餐厅,50300,61,阅墅民宿东南门东北80米,120.11762522473516,30.260518457284153
B0L3M7MW0O,麦当劳(杭州西湖风景名胜区店),4.2,,快餐厅,50300,31,曲院风荷北1门旁,120.12840310174559,30.25448625408189
B0K03U39U4,肯德基,2.3,,快餐厅,50300,40,外东山弄与夕阳红路交叉口北60米,120.12336204635773,30.261664443666024
B0LBTA4ILI,古茗(浙大紫金港玉湖店),4.4,18906525261;19157615261,饮品店,50400,15,余杭塘路866号浙大紫金港校区求是生活西园区生活超市口右侧第一间,120.06741451634454,30.301604418224404
B0I3950EP0,CHAGEE霸王茶姬(黄龙万科店),4.5,18072873891;19558244835,饮品店,50400,20,学院路77号黄龙国际中心B座三楼325,120.12435587410683,30.277746129824834
